CODPARC;NUMCONTRATO;DTCONTRATO;STATUSCONTRATO;CEP
50506;429750;2015-03-13 00:00:00.000;ATIVO;33826112
50539;486954;2020-11-19 13:00:29.000;ATIVO;33855430
50553;429810;2015-03-18 00:00:00.000;ATIVO;33933667
50557;429816;2015-03-18 00:00:00.000;ATIVO;33855460
50560;572385;2024-03-26 16:53:20.000;EFETIVADO;33927050
50575;429835;2015-03-19 00:00:00.000;ATIVO;33915034
50578;502455;2021-06-23 11:21:17.000;ATIVO;33809083
50584;429845;2019-12-13 00:00:00.000;ATIVO;33935480
50585;496264;2021-04-08 13:26:54.000;ATIVO;33902070
50607;429873;2019-11-18 00:00:00.000;ATIVO;33820080
50618;429889;2019-04-12 00:00:00.000;ATIVO;33913212
50619;496415;2021-04-10 09:25:09.000;ATIVO;33860390
50645;429926;2015-03-24 00:00:00.000;ATIVO;33880703
50701;549922;2023-02-24 08:58:42.000;ATIVO;33915005
50718;515438;2021-12-06 14:14:05.000;ATIVO;33902570
50720;501176;2021-06-08 15:57:51.000;ATIVO;33915052
50748;430046;2015-03-31 00:00:00.000;ATIVO;33920514
50751;430050;2015-03-31 00:00:00.000;ATIVO;33913330
50777;430078;2018-11-16 00:00:00.000;ATIVO;33913510
50783;430085;2015-04-02 00:00:00.000;ATIVO;33840470
50806;430115;2015-04-06 00:00:00.000;ATIVO;33933245
50807;430118;2015-04-07 00:00:00.000;ATIVO;33913170
50851;430172;2018-04-30 00:00:00.000;ATIVO;33910045
50854;515998;2021-12-17 10:36:26.000;ATIVO;33902570
50865;515189;2021-12-01 08:34:43.000;ATIVO;33823500
50869;430198;2015-03-13 00:00:00.000;ATIVO;33927045
50873;430203;2015-04-09 00:00:00.000;ATIVO;33910090
50920;481889;2020-09-25 11:09:59.000;ATIVO;33903060
50923;430262;2015-04-13 00:00:00.000;ATIVO;33927056
50927;430266;2015-04-14 00:00:00.000;ATIVO;33858440
50963;430313;2015-04-14 00:00:00.000;ATIVO;33903428
50967;430317;2015-04-09 00:00:00.000;ATIVO;33910030
51008;430364;2015-04-16 00:00:00.000;ATIVO;33943700
51012;430368;2020-03-09 00:00:00.000;ATIVO;33902280
51013;430369;2015-04-16 00:00:00.000;ATIVO;33943640
51030;549958;2023-02-24 13:30:46.000;ATIVO;33915052
51047;495226;2021-03-25 08:32:31.000;ATIVO;33858160
51050;430413;2015-04-20 00:00:00.000;ATIVO;33860240
51065;430433;2015-04-17 00:00:00.000;ATIVO;33900520
51068;430438;2015-04-22 00:00:00.000;ATIVO;33903150
51081;430453;2019-08-21 00:00:00.000;ATIVO;33822549
51082;548076;2023-01-27 15:16:48.000;ATIVO;33863030
51103;430478;2015-04-22 00:00:00.000;ATIVO;33943160
51129;430510;2015-04-24 00:00:00.000;ATIVO;33902640
51130;430511;2018-09-18 00:00:00.000;ATIVO;33935715
51133;430514;2015-04-25 00:00:00.000;ATIVO;33943230
51138;430519;2015-04-25 00:00:00.000;ATIVO;33943000
51142;510146;2021-10-05 11:24:53.000;ATIVO;33940142
51156;430544;2015-04-27 00:00:00.000;ATIVO;33935470
51158;430547;2015-04-27 00:00:00.000;ATIVO;33935215
51168;430558;2015-04-28 00:00:00.000;ATIVO;33934170
51186;430577;2015-04-29 00:00:00.000;ATIVO;33935230
51187;430579;2015-04-28 00:00:00.000;ATIVO;33840410
51189;430582;2015-04-29 00:00:00.000;ATIVO;33935220
51192;430585;2015-04-29 00:00:00.000;ATIVO;33840440
51194;476781;2020-07-14 11:26:44.000;ATIVO;33920210
51195;430588;2015-04-30 00:00:00.000;ATIVO;33943390
51210;430605;2015-04-30 00:00:00.000;ATIVO;33860030
51211;430606;2015-04-30 00:00:00.000;ATIVO;33860030
51212;430607;2015-04-30 00:00:00.000;ATIVO;33860030
51213;430608;2015-04-30 00:00:00.000;ATIVO;33860030
51214;430609;2015-04-30 00:00:00.000;ATIVO;33860030
51215;430610;2015-04-30 00:00:00.000;ATIVO;33860030
51216;430611;2015-04-30 00:00:00.000;ATIVO;33860030
51217;430612;2015-04-30 00:00:00.000;ATIVO;33860030
51218;430613;2015-04-30 00:00:00.000;ATIVO;33860030
51219;430614;2015-04-30 00:00:00.000;ATIVO;33860030
51220;430615;2015-04-30 00:00:00.000;ATIVO;33860030
51221;430616;2015-04-30 00:00:00.000;ATIVO;33860030
51222;430617;2015-04-30 00:00:00.000;ATIVO;33860030
51223;430618;2015-04-30 00:00:00.000;ATIVO;33860030
51224;430619;2015-04-30 00:00:00.000;ATIVO;33860030
51225;430620;2015-04-30 00:00:00.000;ATIVO;33860030
51226;430621;2015-04-30 00:00:00.000;ATIVO;33860030
51227;430622;2015-04-30 00:00:00.000;ATIVO;33860030
51228;430623;2015-04-30 00:00:00.000;ATIVO;33860030
51234;571969;2024-03-15 16:43:49.000;EFETIVADO;33903150
51248;570901;2024-02-16 13:01:42.000;EFETIVADO;33934190
51296;430703;2015-05-05 00:00:00.000;ATIVO;33933140
51324;529083;2022-07-18 10:43:05.000;ATIVO;33943325
51342;556817;2023-05-31 13:07:24.000;ATIVO;33933140
51390;430820;2015-05-13 00:00:00.000;ATIVO;33900800
51403;477922;2020-07-27 12:09:50.000;SUSPENSO;33900001
51413;479443;2020-08-18 16:06:47.000;ATIVO;33805380
51438;561518;2023-08-11 12:59:52.000;ATIVO;33821180
51439;430882;2015-05-15 00:00:00.000;ATIVO;33858160
51453;430898;2015-05-15 00:00:00.000;ATIVO;33858260
51454;570785;2024-02-09 15:54:20.000;EFETIVADO;33858240
51471;518670;2022-02-09 13:09:34.000;ATIVO;33900480
51475;430924;2015-05-19 00:00:00.000;ATIVO;33823320
51487;430940;2015-05-19 00:00:00.000;ATIVO;33938048
51489;570380;2024-01-30 12:42:48.000;ATIVO;33860200
51495;430950;2018-02-02 00:00:00.000;ATIVO;33858610
51503;430959;2015-05-20 00:00:00.000;ATIVO;33855090
51504;504012;2021-07-14 11:54:42.000;ATIVO;33805190
51510;430967;2015-05-21 00:00:00.000;ATIVO;33855090
51526;430986;2020-03-18 00:00:00.000;ATIVO;33820140
51542;561954;2023-08-17 09:29:53.000;ATIVO;33825120
51544;431004;2015-05-21 00:00:00.000;ATIVO;33860580
51550;431011;2019-12-13 00:00:00.000;ATIVO;33902120
51557;500696;2021-06-01 16:16:22.000;ATIVO;33820254
51573;525415;2022-05-20 13:42:07.000;ATIVO;33855550
51584;560628;2023-07-28 13:40:43.000;ATIVO;33855600
51590;502765;2021-06-28 13:53:29.000;NEFETIVADO;33882265
51591;431056;2020-02-13 00:00:00.000;ATIVO;33840510
51621;505276;2021-07-29 17:09:23.000;ATIVO;33900640
51630;431105;2015-05-27 00:00:00.000;ATIVO;33840690
51638;511999;2021-10-29 11:15:19.000;ATIVO;33840240
51672;527085;2022-06-14 13:42:26.000;ATIVO;33820120
51676;431168;2018-07-07 00:00:00.000;ATIVO;33822543
51713;566907;2023-11-13 09:13:20.000;ATIVO;33880170
51737;431249;2015-05-27 00:00:00.000;ATIVO;33855100
51740;505971;2021-08-09 09:15:07.000;ATIVO;33822720
51764;431282;2015-06-09 00:00:00.000;ATIVO;33937040
51767;431285;2015-06-09 00:00:00.000;ATIVO;33826050
51792;519612;2022-02-21 12:47:16.000;ATIVO;33930370
51796;431320;2015-06-10 00:00:00.000;ATIVO;33809008
51848;476325;2020-07-07 17:27:52.000;ATIVO;33925600
51856;501122;2021-06-08 10:55:22.000;ATIVO;33825380
51858;431392;2015-06-15 00:00:00.000;ATIVO;33938048
51884;431422;2015-06-16 00:00:00.000;ATIVO;33880727
51889;480163;2020-08-28 14:41:43.000;ATIVO;33880727
51901;484477;2020-11-02 15:50:05.000;ATIVO;33940190
51913;552574;2023-03-31 15:30:49.000;ATIVO;33913180
51957;539920;2022-10-06 13:59:18.000;ATIVO;33809025
51969;431532;2015-06-22 00:00:00.000;ATIVO;33808290
51983;431548;2015-06-23 00:00:00.000;ATIVO;33937230
51984;544444;2022-11-25 12:03:08.000;ATIVO;33805070
51987;570053;2024-01-22 08:48:48.000;CARENCIA;33822540
52048;431623;2015-06-29 00:00:00.000;ATIVO;33933240
52072;533014;2022-09-15 08:21:08.000;ATIVO;33935585
52104;431690;2018-11-20 00:00:00.000;ATIVO;33935510
52116;431703;2015-07-02 00:00:00.000;ATIVO;33938055
52159;507260;2021-08-26 14:35:19.000;ATIVO;33823310
52179;568529;2023-12-11 18:56:35.000;CARENCIA;33933600
52192;564641;2023-10-06 10:52:02.000;ATIVO;33937120
52194;488431;2020-12-10 14:53:21.000;ATIVO;33935510
52195;476339;2020-07-08 08:40:03.000;ATIVO;33935320
52199;431810;2015-07-07 00:00:00.000;ATIVO;33855350
52243;431869;2015-07-10 00:00:00.000;ATIVO;33880380
52248;545074;2022-12-06 10:39:37.000;ATIVO;33860370
52253;431883;2015-07-10 00:00:00.000;ATIVO;33903030
52263;431893;2015-07-10 00:00:00.000;ATIVO;33809022
52289;526602;2022-06-08 09:26:10.000;ATIVO;33840770
52293;568102;2023-12-01 17:41:43.000;CARENCIA;33861505
52316;431949;2015-07-16 00:00:00.000;ATIVO;33937280
52335;431972;2015-07-17 00:00:00.000;ATIVO;33825600
52376;493882;2021-03-08 12:28:17.000;ATIVO;33861370
52378;432016;2015-07-20 00:00:00.000;ATIVO;33930300
52379;506739;2021-08-19 13:22:17.000;ATIVO;33936120
52389;432028;2015-07-20 00:00:00.000;ATIVO;33823300
52392;567362;2023-11-20 17:34:16.000;ATIVO;33823660
52400;432040;2015-07-21 00:00:00.000;ATIVO;33826148
52405;521611;2022-03-26 11:00:10.000;ATIVO;33861550
52407;528464;2022-07-06 17:43:30.000;ATIVO;33820425
52416;432064;2015-07-21 00:00:00.000;ATIVO;33823660
52426;567389;2023-11-21 11:01:24.000;SUSPENSO;33823500
52427;432078;2019-05-23 00:00:00.000;ATIVO;33823440
52430;432081;2015-07-22 00:00:00.000;ATIVO;33820070
52431;559439;2023-07-11 16:40:52.000;ATIVO;33823300
52432;432083;2015-07-22 00:00:00.000;ATIVO;33820070
52438;432090;2015-07-23 00:00:00.000;ATIVO;33823660
52445;432098;2015-07-23 00:00:00.000;ATIVO;33823380
52453;432108;2019-12-10 00:00:00.000;ATIVO;33855100
52460;432116;2019-05-15 00:00:00.000;ATIVO;33825434
52497;432155;2015-07-28 00:00:00.000;ATIVO;33858110
52501;479179;2020-08-14 12:17:04.000;ATIVO;33826052
52510;432172;2015-07-27 00:00:00.000;ATIVO;33823660
52524;476857;2020-07-15 09:06:38.000;ATIVO;33825280
52540;491526;2021-02-05 10:31:41.000;ATIVO;33823300
52541;432212;2015-07-30 00:00:00.000;ATIVO;33825360
52554;568576;2023-12-12 13:14:27.000;SUSPENSO;33825420
52556;432229;2015-07-31 00:00:00.000;ATIVO;33826104
52560;505378;2021-07-30 15:23:35.000;ATIVO;33903130
52563;432237;2015-08-03 00:00:00.000;ATIVO;33930000
52596;432272;2019-05-30 00:00:00.000;ATIVO;33826142
52598;555107;2023-05-10 12:30:32.000;SUSPENSO;33823530
52599;432275;2015-08-04 00:00:00.000;ATIVO;33825280
52613;432292;2018-05-04 00:00:00.000;ATIVO;33825420
52619;554949;2023-05-09 10:53:15.000;ATIVO;33826170
52622;432305;2018-04-06 00:00:00.000;ATIVO;33826146
52645;432330;2018-04-16 00:00:00.000;ATIVO;33860570
52658;432344;2019-09-12 00:00:00.000;SUSPENSO;33826106
52684;432375;2018-12-19 00:00:00.000;ATIVO;33823530
52731;482655;2020-10-06 10:00:35.000;ATIVO;33826029
52733;551418;2023-03-15 14:29:45.000;ATIVO;33820210
52734;432435;2015-08-12 00:00:00.000;ATIVO;33823630
52734;525071;2022-05-17 16:33:46.000;ATIVO;33823630
52778;432487;2015-08-13 00:00:00.000;ATIVO;33820310
52779;508008;2021-09-04 11:28:08.000;ATIVO;33826010
52782;432491;2015-08-13 00:00:00.000;ATIVO;33821255
52798;432509;2015-08-14 00:00:00.000;ATIVO;33913469
52805;432516;2015-08-14 00:00:00.000;ATIVO;33913470
52827;432539;2015-08-18 00:00:00.000;ATIVO;33826162
52853;432571;2015-08-18 00:00:00.000;ATIVO;33855700
52884;432608;2015-08-20 00:00:00.000;ATIVO;33933640
52893;432621;2015-08-21 00:00:00.000;ATIVO;33930160
52902;432631;2015-08-21 00:00:00.000;ATIVO;33933190
52907;432639;2015-08-21 00:00:00.000;ATIVO;33920210
52908;432640;2015-08-12 00:00:00.000;ATIVO;33943330
52912;560853;2023-08-02 16:43:11.000;ATIVO;33882255
52915;508002;2021-09-03 20:11:00.000;ATIVO;33809064
52931;432665;2015-08-25 00:00:00.000;ATIVO;33903230
52948;432682;2015-08-25 00:00:00.000;ATIVO;33933010
52962;432704;2015-08-27 00:00:00.000;ATIVO;33933010
52965;432707;2019-09-02 00:00:00.000;ATIVO;33920210
52976;432718;2015-08-29 00:00:00.000;ATIVO;33880030
52982;487635;2020-11-27 11:35:36.000;ATIVO;33920055
53005;516815;2022-01-10 17:04:00.000;ATIVO;33860020
53032;432780;2019-05-03 00:00:00.000;ATIVO;33937180
53036;432785;2015-09-03 00:00:00.000;ATIVO;33840630
53040;485172;2020-11-05 15:41:48.000;ATIVO;33860330
53048;567326;2023-11-20 14:53:24.000;ATIVO;33822535
53058;432814;2015-09-05 00:00:00.000;ATIVO;33860390
53059;486892;2020-11-19 10:57:48.000;ATIVO;33940146
53088;490879;2021-01-26 09:26:24.000;ATIVO;33823120
53111;502420;2021-06-22 18:57:38.000;NEFETIVADO;33860330
53119;432884;2015-09-09 00:00:00.000;ATIVO;33920260
53145;432915;2019-10-23 00:00:00.000;ATIVO;33920510
53152;522639;2022-04-13 10:20:11.000;ATIVO;33823650
53152;548678;2023-02-06 10:18:18.000;ATIVO;33823650
53164;526664;2022-06-08 15:15:03.000;ATIVO;33944200
53219;432997;2015-09-14 00:00:00.000;ATIVO;33840630
53244;433029;2015-09-15 00:00:00.000;ATIVO;33913180
53247;433032;2015-09-17 00:00:00.000;ATIVO;33913140
53297;433084;2015-09-17 00:00:00.000;ATIVO;33913212
53317;433112;2019-01-31 00:00:00.000;ATIVO;33903390
53355;433157;2015-09-23 00:00:00.000;ATIVO;33861375
53369;433175;2015-09-24 00:00:00.000;ATIVO;33880220
53407;433217;2019-02-20 00:00:00.000;ATIVO;33937170
53432;433246;2018-02-19 00:00:00.000;ATIVO;33823630
53462;433278;2018-12-18 00:00:00.000;ATIVO;33915047
53466;548304;2023-01-31 12:09:49.000;ATIVO;33943380
53468;433285;2015-10-01 00:00:00.000;ATIVO;33938082
53482;559018;2024-04-05 00:00:00.000;NEFETIVADO;33900001
53497;512007;2021-10-29 11:30:42.000;ATIVO;33930490
53501;516929;2022-01-12 12:11:41.000;ATIVO;33805310
53504;433328;2015-10-05 00:00:00.000;ATIVO;33902280
53519;492547;2021-02-17 11:13:57.000;SUSPENSO;33943700
53526;433355;2015-10-02 00:00:00.000;ATIVO;33855280
53528;548071;2023-01-27 14:01:40.000;SUSPENSO;33902600
53545;513299;2021-11-10 09:45:07.000;ATIVO;33930442
53549;433380;2015-10-06 00:00:00.000;ATIVO;33943789
53555;433386;2015-10-07 00:00:00.000;ATIVO;33820070
53580;559597;2023-07-13 13:35:33.000;ATIVO;33900640
53591;433425;2015-10-07 00:00:00.000;ATIVO;33900550
53593;433427;2015-10-08 00:00:00.000;ATIVO;33826050
53597;433431;2015-10-08 00:00:00.000;ATIVO;33902430
53600;572815;2024-04-08 12:53:52.000;EFETIVADO;33861315
53601;513304;2021-11-10 09:55:34.000;ATIVO;33861370
53603;433438;2019-04-09 00:00:00.000;ATIVO;33860390
53616;515929;2021-12-15 17:21:31.000;ATIVO;33935473
53628;433468;2015-10-20 00:00:00.000;ATIVO;33821427
53640;570542;2024-02-05 08:59:37.000;SUSPENSO;33860250
53641;433485;2015-10-12 00:00:00.000;ATIVO;33808090
53686;570339;2024-01-29 16:33:31.000;CARENCIA;33860450
53701;547913;2023-01-25 10:31:58.000;ATIVO;33858190
53722;433584;2015-10-16 00:00:00.000;ATIVO;33858200
53723;433585;2020-03-04 00:00:00.000;ATIVO;33840152
53727;503609;2021-07-08 10:25:24.000;ATIVO;33855440
53737;514736;2021-11-24 08:25:35.000;ATIVO;33860330
53739;433602;2015-10-15 00:00:00.000;ATIVO;33858240
53783;433654;2018-11-29 00:00:00.000;ATIVO;33840760
53789;433660;2018-01-30 00:00:00.000;ATIVO;33822100
53805;514096;2021-11-18 10:55:03.000;ATIVO;33880050
53809;433688;2015-10-21 00:00:00.000;ATIVO;33822010
53838;433722;2015-10-23 00:00:00.000;ATIVO;33900530
53843;433728;2015-10-23 00:00:00.000;ATIVO;33900540
53900;433790;2015-10-29 00:00:00.000;ATIVO;33930350
53901;518502;2022-02-07 17:16:06.000;ATIVO;33808240
53949;507001;2021-08-24 10:23:16.000;ATIVO;33930300
53951;433852;2015-11-05 00:00:00.000;ATIVO;33943740
53961;518187;2022-02-02 15:45:15.000;ATIVO;33861010
53973;489652;2021-01-06 16:03:53.000;ATIVO;33943520
53988;493679;2021-03-04 11:29:41.000;ATIVO;33880180
53999;433903;2015-11-05 00:00:00.000;ATIVO;33880370
54003;433908;2015-11-07 00:00:00.000;ATIVO;33840152
54005;433910;2015-11-06 00:00:00.000;ATIVO;33900660
54025;433932;2015-11-06 00:00:00.000;ATIVO;33902140
54136;434063;2015-11-13 00:00:00.000;ATIVO;33940190
54137;434064;2018-11-12 00:00:00.000;ATIVO;33858580
54139;485821;2020-11-11 15:09:22.000;ATIVO;33943150
54149;434079;2015-11-13 00:00:00.000;ATIVO;33902320
54150;434081;2018-10-15 00:00:00.000;ATIVO;33880015
54162;434098;2018-08-23 00:00:00.000;ATIVO;33925170
54164;523594;2022-04-28 11:31:07.000;ATIVO;33925570
54182;434120;2015-11-17 00:00:00.000;ATIVO;33913469
54185;434124;2015-11-17 00:00:00.000;ATIVO;33855320
54190;561067;2023-08-07 09:17:50.000;ATIVO;33840640
54199;518401;2022-02-05 10:19:03.000;ATIVO;33943762
54225;434174;2015-11-19 00:00:00.000;ATIVO;33903445
54227;434176;2015-11-19 00:00:00.000;ATIVO;33903456
54228;434177;2018-05-28 00:00:00.000;ATIVO;33903447
54232;434181;2015-11-19 00:00:00.000;ATIVO;33913270
54236;434185;2015-11-19 00:00:00.000;ATIVO;33863005
54244;517697;2022-01-26 09:47:45.000;ATIVO;33830070
54290;434247;2015-11-23 00:00:00.000;ATIVO;33943700
54298;434258;2015-11-24 00:00:00.000;ATIVO;33900550
54300;434260;2015-11-24 00:00:00.000;ATIVO;33826182
54312;434275;2015-11-25 00:00:00.000;ATIVO;33935350
54330;434296;2019-08-12 00:00:00.000;ATIVO;33935300
54331;434297;2015-11-26 00:00:00.000;ATIVO;33935570
54334;540113;2022-10-08 10:26:13.000;ATIVO;33935707
54354;434322;2015-11-27 00:00:00.000;SUSPENSO;33935705
54357;434325;2015-11-27 00:00:00.000;ATIVO;33825620
54365;434335;2020-03-12 00:00:00.000;ATIVO;33920142
54369;434340;2015-11-30 00:00:00.000;ATIVO;33809087
54383;434354;2015-11-30 00:00:00.000;ATIVO;33855760
54394;434367;2015-12-01 00:00:00.000;ATIVO;33935380
54409;508074;2021-09-06 16:31:04.000;ATIVO;33820300
54411;548412;2023-02-01 11:33:43.000;SUSPENSO;33830120
54426;434407;2015-12-02 00:00:00.000;ATIVO;33925290
54435;506721;2021-08-19 11:20:45.000;ATIVO;33903415
54468;516004;2021-12-17 11:03:12.000;ATIVO;33840230
54486;434478;2015-11-04 00:00:00.000;ATIVO;33933100
54506;434502;2015-12-08 00:00:00.000;ATIVO;33805200
54509;434505;2015-12-09 00:00:00.000;ATIVO;33938439
54514;524251;2022-05-09 12:00:31.000;ATIVO;33925067
54518;543487;2022-11-16 12:40:21.000;NEFETIVADO;33902310
54536;434532;2015-12-10 00:00:00.000;ATIVO;33937090
54562;492525;2021-02-17 09:41:49.000;ATIVO;33939062
54564;434566;2015-12-11 00:00:00.000;ATIVO;33935290
54566;434568;2015-12-11 00:00:00.000;ATIVO;33939105
54593;518019;2022-02-01 09:48:30.000;ATIVO;33939105
54597;434600;2015-12-14 00:00:00.000;ATIVO;33938055
54601;434605;2015-12-14 00:00:00.000;ATIVO;33825270
54623;434630;2019-01-22 00:00:00.000;ATIVO;33858240
54626;484312;2020-10-30 20:09:28.000;ATIVO;33860225
54640;434649;2015-12-14 00:00:00.000;ATIVO;33860210
54647;434659;2015-12-16 00:00:00.000;ATIVO;33833210
54669;570435;2024-01-31 13:35:42.000;EFETIVADO;33933470
54687;434711;2019-08-01 00:00:00.000;ATIVO;33822105
54757;434798;2015-12-23 00:00:00.000;ATIVO;33935470
54797;434848;2015-12-30 00:00:00.000;ATIVO;33913500
54814;542772;2022-11-07 18:16:04.000;NEFETIVADO;33830000
54823;434878;2016-01-05 00:00:00.000;ATIVO;33902370
54824;516679;2022-01-07 08:43:38.000;ATIVO;33840110
54828;508301;2021-09-10 13:10:32.000;NEFETIVADO;33822504
54834;434890;2016-01-06 00:00:00.000;ATIVO;33840315
54835;434891;2016-01-06 00:00:00.000;ATIVO;33840315
54839;434895;2016-01-06 00:00:00.000;ATIVO;33933450
54843;434899;2018-07-16 00:00:00.000;ATIVO;33858040
54854;434910;2016-01-04 00:00:00.000;ATIVO;33858550
54863;434921;2016-01-07 00:00:00.000;ATIVO;33840230
54865;533317;2022-09-19 09:31:57.000;ATIVO;33823500
54883;434945;2016-01-08 00:00:00.000;ATIVO;33920240
54909;434977;2016-01-11 00:00:00.000;ATIVO;33820060
54912;434981;2016-01-11 00:00:00.000;ATIVO;33920200
54939;435017;2016-01-12 00:00:00.000;ATIVO;33820040
54946;435026;2016-01-13 00:00:00.000;ATIVO;33930020
54964;435052;2016-01-14 00:00:00.000;ATIVO;33930540
54978;480932;2020-09-11 08:33:25.000;ATIVO;33915005
54988;518957;2022-02-14 08:15:55.000;ATIVO;33943805
55002;435092;2016-01-18 00:00:00.000;ATIVO;33943670
55003;435093;2016-01-18 00:00:00.000;ATIVO;33930832
55004;435094;2016-01-18 00:00:00.000;ATIVO;33825310
55082;435182;2016-01-25 00:00:00.000;ATIVO;33915085
55098;435201;2016-01-26 00:00:00.000;ATIVO;33933450
55116;435221;2016-01-27 00:00:00.000;ATIVO;33930442
55140;435250;2019-01-16 00:00:00.000;ATIVO;33936030
55150;435264;2016-02-01 00:00:00.000;ATIVO;33860640
55166;435283;2016-02-02 00:00:00.000;ATIVO;33840400
55172;435289;2016-02-02 00:00:00.000;ATIVO;33933550
55220;516750;2022-01-08 12:11:55.000;ATIVO;33858450
55256;435387;2016-02-12 00:00:00.000;ATIVO;33826066
55275;435408;2019-04-29 00:00:00.000;ATIVO;33938045
55317;435457;2016-02-17 00:00:00.000;ATIVO;33938045
55327;435468;2016-02-18 00:00:00.000;ATIVO;33925697
55331;435473;2020-05-05 00:00:00.000;ATIVO;33943425
55343;516390;2021-12-30 10:12:50.000;ATIVO;33943520
55375;570111;2024-01-23 11:30:24.000;NEFETIVADO;33826120
55375;570121;2024-01-23 13:53:13.000;CARENCIA;33826120
55404;435553;2016-02-24 00:00:00.000;ATIVO;33913090
55418;435568;2016-02-25 00:00:00.000;ATIVO;33858100
55451;516728;2022-01-07 14:53:20.000;ATIVO;33930690
55461;435614;2019-08-05 00:00:00.000;ATIVO;33940090
55473;435631;2016-03-03 00:00:00.000;ATIVO;33943370
55499;435660;2016-03-07 00:00:00.000;ATIVO;33820520
55503;435664;2016-03-07 00:00:00.000;ATIVO;33836032
55522;435685;2016-03-08 00:00:00.000;ATIVO;33805495
55531;554080;2023-04-24 15:18:23.000;ATIVO;33858170
55540;435705;2016-03-09 00:00:00.000;ATIVO;33855680
55555;502861;2021-06-29 14:04:11.000;NEFETIVADO;33855750
55586;435766;2016-03-10 00:00:00.000;ATIVO;33902150
55629;435820;2019-07-11 00:00:00.000;ATIVO;33902280
55655;496029;2021-04-06 09:50:39.000;ATIVO;33820270
55659;523047;2022-04-18 16:49:13.000;ATIVO;33823390
55670;435868;2016-03-16 00:00:00.000;ATIVO;33930780
55683;435883;2016-03-17 00:00:00.000;ATIVO;33823370
55691;541619;2022-10-19 11:24:10.000;ATIVO;33925130
55696;522761;2022-04-14 10:13:40.000;ATIVO;33855340
55697;435900;2016-03-17 00:00:00.000;ATIVO;33880335
55718;515361;2021-12-03 08:38:53.000;ATIVO;33825360
55743;435958;2019-05-27 00:00:00.000;ATIVO;33823390
55744;524583;2022-05-11 17:19:23.000;ATIVO;33809040
55757;435976;2016-03-23 00:00:00.000;ATIVO;33935707
55758;435977;2016-03-23 00:00:00.000;ATIVO;33823180
55787;436010;2019-05-17 00:00:00.000;ATIVO;33913530
55788;436012;2016-03-28 00:00:00.000;ATIVO;33943425
55798;552646;2023-04-03 11:51:47.000;ATIVO;33900320
55805;436030;2016-03-29 00:00:00.000;ATIVO;33830030
55836;514897;2021-11-26 11:26:41.000;ATIVO;33943540
55838;570443;2024-01-31 15:14:22.000;CARENCIA;33821268
55859;496728;2021-04-14 15:41:38.000;ATIVO;33920320
55862;436098;2018-10-16 00:00:00.000;ATIVO;33826151
55877;525917;2022-05-28 09:09:56.000;ATIVO;33937280
55906;518911;2022-02-11 16:20:52.000;ATIVO;33826052
55919;525493;2022-05-23 15:13:44.000;ATIVO;33821008
55927;562468;2023-08-25 16:00:57.000;ATIVO;33821020
55931;436177;2018-12-28 00:00:00.000;ATIVO;33930760
55932;491765;2021-02-08 19:58:31.000;ATIVO;33902110
55940;436188;2016-04-08 00:00:00.000;ATIVO;33930760
55954;436205;2016-04-08 00:00:00.000;ATIVO;33935100
55956;436207;2016-04-08 00:00:00.000;ATIVO;33855110
55962;527405;2022-06-18 08:55:40.000;ATIVO;33840540
55969;522358;2022-04-08 11:36:46.000;ATIVO;33858560
55975;498806;2021-05-11 11:06:50.000;ATIVO;33809025
56010;436271;2016-04-12 00:00:00.000;ATIVO;33825590
56011;436272;2018-10-19 00:00:00.000;ATIVO;33822521
56018;436281;2019-04-15 00:00:00.000;ATIVO;33903404
56024;436290;2016-04-13 00:00:00.000;ATIVO;33943160
56026;505397;2021-07-30 17:13:26.000;ATIVO;33943160
56051;436323;2016-04-15 00:00:00.000;ATIVO;33858520
56063;436343;2016-04-15 00:00:00.000;ATIVO;33943425
56074;436355;2016-04-18 00:00:00.000;ATIVO;33910045
56077;501279;2021-06-09 14:31:39.000;ATIVO;33938190
56077;522513;2022-04-11 16:20:59.000;ATIVO;33938190
56079;436361;2016-04-18 00:00:00.000;ATIVO;33938412
56084;436366;2016-04-18 00:00:00.000;ATIVO;33936110
56123;436412;2016-04-20 00:00:00.000;ATIVO;33820480
56148;552950;2023-04-06 12:10:46.000;NEFETIVADO;33836068
56153;436446;2018-09-03 00:00:00.000;ATIVO;33840080
56154;436447;2016-04-27 00:00:00.000;ATIVO;33938085
56161;436454;2016-04-28 00:00:00.000;ATIVO;33902350
56162;521986;2022-04-02 08:26:05.000;ATIVO;33920240
56163;436456;2016-04-28 00:00:00.000;ATIVO;33903240
56230;436531;2016-05-04 00:00:00.000;ATIVO;33913370
56254;436557;2019-05-27 00:00:00.000;ATIVO;33913530
56276;553243;2023-04-12 15:05:36.000;SUSPENSO;33933590
56279;436585;2016-05-06 00:00:00.000;ATIVO;33933590
56299;436615;2016-05-09 00:00:00.000;ATIVO;33933510
56301;436617;2016-05-09 00:00:00.000;ATIVO;33933510
56322;436642;2016-05-10 00:00:00.000;ATIVO;33840390
56329;436649;2016-05-10 00:00:00.000;ATIVO;33900300
56338;436658;2016-05-11 00:00:00.000;ATIVO;33913470
56347;498788;2021-05-11 09:50:38.000;ATIVO;33858570
56363;566466;2023-11-07 11:24:52.000;CARENCIA;33925070
56368;482117;2020-09-29 13:26:48.000;ATIVO;33933090
